id_student,code_module,code_presentation,total_assessments_submitted,overall_avg_score,overall_avg_days_late,total_failed_assessments,weighted_avg_score
501053,BBB,2013J,1,100.0,2.0,0,100.0
501095,BBB,2014B,11,92.0909090909091,1.2727272727272727,0,88.13
501123,DDD,2014B,1,71.0,-1.0,0,71.0
501146,CCC,2014J,9,78.11111111111111,1.125,1,58.68
501158,DDD,2013B,13,69.61538461538461,1.0769230769230769,1,65.31891891891892
501203,DDD,2013J,4,78.25,3.5,0,76.79166666666667
501208,BBB,2013J,5,58.6,4.8,0,51.67857142857143
501302,FFF,2014B,2,72.0,0.0,0,72.0
501336,FFF,2013J,12,76.08333333333333,-6.916666666666667,0,68.5
501339,CCC,2014B,2,88.0,1.0,0,93.0909090909091
501421,FFF,2014B,9,62.333333333333336,-64.33333333333333,0,66.0
501425,FFF,2013J,12,81.91666666666667,-65.33333333333333,0,79.0
501432,BBB,2013B,11,92.0909090909091,-1.4545454545454546,0,87.85
501443,CCC,2014B,2,20.5,2.0,2,15.222222222222221
501444,FFF,2014J,12,86.5,-50.75,0,86.25
501487,DDD,2014B,7,77.14285714285714,-1.4285714285714286,0,81.5125
501488,DDD,2013J,2,74.0,-1.5,0,74.0
501493,FFF,2013B,4,80.5,-41.0,0,79.0
501550,BBB,2013B,11,81.36363636363636,1.2727272727272727,0,72.37
501617,CCC,2014J,6,97.0,5.4,0,96.17910447761194
501637,BBB,2013J,11,80.72727272727273,-5.818181818181818,0,75.29
501652,CCC,2014B,4,43.5,2.0,2,33.146341463414636
501723,DDD,2013J,2,72.5,0.5,0,71.77777777777777
501723,DDD,2014B,1,54.0,0.0,0,54.0
501755,FFF,2013B,2,34.0,6.0,2,34.0
501755,GGG,2014B,9,74.33333333333333,-9.666666666666666,0,
501867,CCC,2014J,9,80.55555555555556,-3.0,0,86.86
501867,DDD,2013J,6,77.16666666666667,-15.5,0,74.16666666666667
501869,FFF,2013B,2,55.0,0.0,0,55.0
501871,FFF,2013J,12,77.16666666666667,-5.083333333333333,0,77.0
501879,BBB,2013B,11,90.45454545454545,1.4545454545454546,0,84.35
501888,GGG,2014J,9,84.44444444444444,-44.22222222222222,0,
501897,CCC,2014J,1,11.0,3.0,1,11.0
501897,FFF,2014J,4,71.5,2.75,0,69.33333333333333
501918,EEE,2013J,2,60.5,0.0,0,59.54545454545455
501921,EEE,2013J,4,86.5,0.75,0,86.56
501945,BBB,2013J,4,84.0,1.25,0,76.36
501955,BBB,2013B,11,66.81818181818181,3.6363636363636362,0,60.42
501960,DDD,2013B,14,63.357142857142854,0.2857142857142857,0,69.77
502004,CCC,2014J,2,19.0,1.5,2,17.09090909090909
502004,DDD,2014B,7,79.42857142857143,-1.0,0,74.5625
502004,EEE,2014J,4,69.25,0.75,0,69.16
502011,FFF,2014J,12,80.75,-55.5,0,72.0
502051,DDD,2013J,1,52.0,-1.0,0,52.0
502057,DDD,2014B,7,66.28571428571429,0.14285714285714285,1,65.925
502088,BBB,2013B,4,78.5,4.75,0,73.08
502131,BBB,2013B,1,77.0,-1.0,0,77.0
502136,DDD,2013B,14,89.92857142857143,-2.9285714285714284,0,87.81
502150,FFF,2014B,2,58.0,-95.5,0,50.0
502161,DDD,2014B,6,63.166666666666664,-0.3333333333333333,0,63.55
502182,GGG,2014B,9,86.66666666666667,-17.88888888888889,0,
502207,DDD,2014B,6,48.2,-1.0,1,44.96052631578947
502249,FFF,2013J,12,77.41666666666667,-61.166666666666664,0,82.25
502353,CCC,2014J,2,5.0,1.5,2,8.181818181818182
502356,CCC,2014J,5,42.2,3.25,2,48.744
502361,FFF,2013J,12,67.5,-23.0,0,71.75
502393,EEE,2013J,4,91.75,2.75,0,90.88
502441,BBB,2013B,11,91.54545454545455,0.6363636363636364,0,87.81
502465,CCC,2014B,8,63.375,-0.2857142857142857,0,63.557291666666664
502466,DDD,2013J,1,19.0,0.0,1,19.0
502470,DDD,2014J,6,67.5,1.8,0,60.26315789473684
502477,DDD,2013J,7,83.85714285714286,-12.571428571428571,0,85.55
502501,FFF,2014B,12,75.25,-8.666666666666666,0,74.5
502512,FFF,2013B,12,61.0,-57.416666666666664,0,58.0
502517,FFF,2013J,12,68.33333333333333,-5.666666666666667,0,70.5
502531,FFF,2013B,2,74.0,-1.0,0,74.0
502531,FFF,2013J,1,88.0,-1.0,0,88.0
502548,EEE,2014J,4,86.25,-1.75,0,84.6
502554,CCC,2014B,9,96.66666666666667,0.375,0,96.03
502554,DDD,2013B,14,93.07142857142857,0.14285714285714285,0,93.92
502557,DDD,2014J,3,67.66666666666667,0.0,0,65.2
502604,BBB,2013B,11,72.36363636363636,1.9090909090909092,0,56.63
502638,DDD,2013J,7,55.57142857142857,-4.857142857142857,2,47.975
502640,EEE,2014B,1,29.0,0.0,1,29.0
502694,BBB,2013B,11,88.63636363636364,2.6363636363636362,0,81.53
502696,FFF,2013J,3,67.66666666666667,-58.666666666666664,0,68.0
502697,DDD,2013B,14,58.07142857142857,0.6428571428571429,1,52.1725
502709,GGG,2014B,9,86.11111111111111,-3.4444444444444446,0,
502713,BBB,2013B,6,70.16666666666667,7.166666666666667,0,69.22950819672131
502717,BBB,2013B,9,82.5,7.222222222222222,0,56.160493827160494
502736,DDD,2013B,1,10.0,9.0,1,10.0
502763,GGG,2014B,7,54.57142857142857,13.714285714285714,2,
502766,CCC,2014J,5,88.0,3.25,0,86.432
502767,BBB,2014J,5,77.8,4.4,0,70.85
502779,FFF,2013J,1,78.0,-4.0,0,78.0
502833,EEE,2013J,3,60.666666666666664,5.666666666666667,0,58.44444444444444
502868,CCC,2014B,9,68.22222222222223,1.125,0,63.575
502872,BBB,2013B,3,87.66666666666667,1.3333333333333333,0,82.54166666666667
502900,FFF,2013B,12,67.66666666666667,-0.5833333333333334,0,61.0
502929,CCC,2014B,6,26.833333333333332,3.3333333333333335,5,29.270588235294117
502929,EEE,2014B,4,65.25,2.0,0,63.48
502993,FFF,2014B,12,71.66666666666667,-1.9166666666666667,0,71.25
503023,DDD,2013J,7,68.14285714285714,-3.7142857142857144,0,71.275
503086,DDD,2013B,14,85.57142857142857,0.21428571428571427,0,79.2375
503100,DDD,2013B,4,54.25,3.0,0,52.111111111111114
503120,DDD,2013B,14,63.42857142857143,1.7142857142857142,2,50.09
503154,FFF,2014B,12,84.83333333333333,-47.166666666666664,0,89.5
503170,DDD,2013B,11,55.90909090909091,-0.45454545454545453,2,43.08806818181818
503183,FFF,2014B,12,77.91666666666667,-46.833333333333336,0,78.75
503322,BBB,2013J,11,68.9090909090909,-1.4545454545454546,0,62.61
503352,FFF,2013J,12,87.5,-0.5833333333333334,0,88.0
503353,BBB,2013B,1,75.0,-1.0,0,75.0
503368,DDD,2013B,12,54.083333333333336,0.6666666666666666,4,44.76439790575916
503390,BBB,2013B,10,69.5,3.6,2,45.30487804878049
503457,CCC,2014J,9,88.44444444444444,2.625,0,84.34
503469,CCC,2014B,9,44.111111111111114,0.5,5,32.42
503477,FFF,2013J,12,84.83333333333333,-22.5,0,91.5
503491,BBB,2013B,11,75.72727272727273,2.272727272727273,0,72.32
503497,DDD,2013B,12,93.66666666666667,-0.08333333333333333,0,80.19553072625699
503509,BBB,2013B,11,86.54545454545455,1.7272727272727273,0,79.36
503516,BBB,2013J,11,65.0,0.18181818181818182,0,52.64
503544,FFF,2013B,12,57.25,-36.333333333333336,1,48.5
503610,CCC,2014J,8,86.75,1.1428571428571428,0,74.375
503663,BBB,2014J,1,1.0,-6.0,1,
503663,GGG,2013J,7,81.42857142857143,-29.428571428571427,0,
503668,FFF,2013B,12,69.5,0.0,1,56.75
503684,FFF,2013J,1,76.0,0.0,0,76.0
503684,FFF,2014J,1,68.0,0.0,0,68.0
503710,CCC,2014J,8,56.25,4.714285714285714,0,52.90449438202247
503731,DDD,2013B,2,76.0,0.5,0,71.94736842105263
503764,FFF,2013J,12,89.75,-51.166666666666664,0,88.25
503779,CCC,2014J,9,93.88888888888889,1.5,0,94.94
503783,DDD,2013J,7,65.28571428571429,-3.4285714285714284,0,65.9
503804,BBB,2013J,11,59.18181818181818,1.6363636363636365,1,56.28
503838,DDD,2013J,7,53.0,-5.0,0,47.675
503872,CCC,2014B,1,16.0,7.0,1,16.0
503872,EEE,2014B,4,38.75,15.75,2,38.12
503878,BBB,2013B,8,84.75,2.375,0,72.15873015873017
503889,AAA,2014J,5,69.0,0.0,0,69.5
503926,DDD,2013B,13,49.53846153846154,0.38461538461538464,3,47.04639175257732
504013,BBB,2013J,7,66.57142857142857,3.2857142857142856,1,62.55696202531646
504014,BBB,2013B,2,77.5,6.0,0,62.5
504021,BBB,2013B,5,68.8,3.6,0,55.906976744186046
504022,BBB,2013J,10,78.6,0.8,0,74.93939393939394
504028,BBB,2013B,11,81.9090909090909,2.0,0,80.51
504034,DDD,2013J,1,62.0,0.0,0,62.0
504062,EEE,2014B,4,78.0,-0.5,0,77.64
504064,DDD,2014J,7,50.285714285714285,-0.5,3,42.025
504076,FFF,2013J,12,77.41666666666667,-65.08333333333333,0,80.25
504102,BBB,2013B,11,53.27272727272727,2.4545454545454546,2,44.19
504105,FFF,2013J,12,70.75,-52.75,0,71.0
504157,FFF,2013B,12,84.0,-63.0,0,82.0
504162,FFF,2013B,12,81.91666666666667,-31.916666666666668,1,70.25
504200,FFF,2013B,1,76.0,-1.0,0,76.0
504231,FFF,2013B,12,55.5,-46.25,0,56.75
504234,DDD,2013J,6,65.33333333333333,-6.0,1,51.52777777777778
504243,FFF,2013B,11,73.0,-46.72727272727273,0,62.0
504251,DDD,2014J,6,79.5,-0.4,0,67.42857142857143
504270,FFF,2014J,2,51.0,7.0,1,51.0
504300,FFF,2013J,2,85.5,-115.5,0,96.0
504321,FFF,2013J,12,78.08333333333333,-31.666666666666668,0,79.5
504352,BBB,2014B,11,53.54545454545455,0.2727272727272727,1,58.61
504363,CCC,2014J,9,88.22222222222223,-0.375,0,85.19
504368,DDD,2013J,2,53.0,-1.0,0,52.666666666666664
504404,EEE,2013J,4,89.25,-0.25,0,90.0
504429,DDD,2013J,7,71.57142857142857,-2.857142857142857,0,73.9375
504466,BBB,2013J,10,81.3,1.7,0,72.1829268292683
504492,EEE,2013J,4,90.5,-2.0,0,90.44
504533,FFF,2013B,12,83.33333333333333,-55.833333333333336,0,89.25
504552,DDD,2014J,2,60.0,1.5,0,63.333333333333336
504583,FFF,2014B,2,65.5,-207.0,0,
504589,DDD,2014J,7,69.57142857142857,0.16666666666666666,0,64.525
504596,DDD,2013J,4,95.5,-1.25,0,96.20833333333333
504597,BBB,2014J,5,48.6,-2.4,1,61.45
504602,DDD,2013J,1,54.0,8.0,0,54.0
504635,BBB,2013J,10,80.0,1.4,0,79.52439024390245
504652,EEE,2014B,4,64.5,6.25,0,63.84
504728,EEE,2014B,4,83.5,1.0,0,82.0
504737,FFF,2013B,12,67.0,-4.333333333333333,0,67.0
504749,DDD,2014J,4,67.5,3.25,0,71.5
504819,DDD,2013B,14,58.57142857142857,-0.35714285714285715,1,49.7925
504834,FFF,2013J,3,73.66666666666667,-56.666666666666664,0,74.0
504862,DDD,2013J,1,51.0,0.0,0,51.0
504936,BBB,2013B,10,79.1,1.9,0,79.54545454545455
504956,FFF,2013B,1,68.0,1.0,0,68.0
504967,BBB,2014B,4,69.0,0.5,0,66.0952380952381
505002,FFF,2013B,3,66.33333333333333,-69.0,0,56.0
505017,FFF,2014B,12,65.5,-14.5,0,66.25
505047,FFF,2013J,9,67.55555555555556,4.222222222222222,0,65.75
505108,CCC,2014J,6,40.833333333333336,3.6,2,41.14965986394558
505131,FFF,2014B,6,68.5,-26.333333333333332,0,67.0
505142,DDD,2013J,2,49.0,-7.0,0,48.44444444444444
505151,BBB,2014B,5,44.0,2.8,0,44.0
505153,FFF,2013J,5,80.8,-125.0,0,71.0
505199,FFF,2013B,12,89.91666666666667,-19.75,0,88.75
505209,DDD,2013J,1,58.0,-1.0,0,58.0
505216,GGG,2014J,9,76.66666666666667,-31.22222222222222,0,
505235,CCC,2014B,2,80.0,2.0,0,86.36363636363636
505248,BBB,2014B,1,81.0,0.0,0,81.0
505311,DDD,2013B,14,70.78571428571429,-1.3571428571428572,1,71.65
505315,FFF,2013B,11,71.45454545454545,-79.36363636363636,0,63.666666666666664
505376,BBB,2013B,11,84.27272727272727,2.4545454545454546,0,75.77
505403,CCC,2014J,1,78.0,3.0,0,78.0
505410,FFF,2013J,12,66.66666666666667,-50.083333333333336,0,55.25
505413,BBB,2013J,10,62.4,-0.1,0,56.18181818181818
505417,BBB,2013B,4,71.75,4.25,0,63.0
505488,FFF,2013B,11,73.27272727272727,-2.909090909090909,0,68.66666666666667
505508,FFF,2013B,12,91.08333333333333,-54.75,0,93.0
505520,CCC,2014B,3,52.666666666666664,0.3333333333333333,0,53.77777777777778
505561,DDD,2013J,2,82.0,0.0,0,81.66666666666667
505561,DDD,2014B,3,51.333333333333336,-2.6666666666666665,1,49.43478260869565
505579,DDD,2013B,14,60.785714285714285,1.3571428571428572,1,54.415
505595,BBB,2013B,2,54.0,3.0,0,63.333333333333336
505595,BBB,2014J,2,30.5,-2.5,1,60.0
505606,BBB,2013B,11,86.0,1.7272727272727273,0,81.68
505700,CCC,2014J,6,34.666666666666664,2.3333333333333335,4,31.885714285714286
505700,EEE,2013J,4,71.0,0.0,1,69.08
505722,CCC,2014J,8,65.0,0.8571428571428571,1,49.061797752808985
505722,EEE,2013J,4,82.25,-2.25,0,80.48
505727,EEE,2013J,4,89.75,-2.75,0,89.12
505754,GGG,2013J,5,80.4,-57.2,0,
505762,GGG,2014J,9,88.88888888888889,-28.77777777777778,0,
505767,CCC,2014B,9,74.88888888888889,-1.25,0,71.44
505767,EEE,2014B,4,86.5,-6.75,0,85.84
505773,FFF,2014J,12,87.58333333333333,-77.58333333333333,0,84.5
505815,CCC,2014B,1,80.0,2.0,0,80.0
505815,DDD,2014B,7,88.57142857142857,-1.5714285714285714,0,89.5
505854,DDD,2014B,6,42.0,13.833333333333334,2,27.375
505855,EEE,2014B,4,92.75,-3.75,0,92.6
505856,DDD,2013J,7,77.28571428571429,-2.5714285714285716,0,74.725
505871,BBB,2013B,4,86.25,3.5,0,73.4
505871,BBB,2014J,5,52.2,-6.4,1,66.05
505878,BBB,2014J,5,54.8,1.0,0,41.8
505899,BBB,2014B,9,81.44444444444444,1.4444444444444444,0,66.46875
505959,BBB,2013B,9,71.88888888888889,4.0,0,66.82716049382717
505961,BBB,2013B,11,82.18181818181819,5.363636363636363,0,72.8
505967,CCC,2014J,1,100.0,3.0,0,100.0
506020,BBB,2014J,5,75.8,-1.8,0,67.85
506038,FFF,2014B,12,88.58333333333333,-65.41666666666667,0,96.25
506056,DDD,2013B,6,71.5,0.8333333333333334,0,68.88157894736842
506144,CCC,2014J,5,80.4,3.25,0,52.56
506185,BBB,2013J,10,81.5,6.2,0,70.0609756097561
506205,GGG,2014J,9,74.11111111111111,-0.8888888888888888,0,
506206,CCC,2014B,9,88.55555555555556,0.75,0,88.59
506219,BBB,2014J,5,80.2,-4.4,0,77.1
506233,BBB,2013B,11,74.9090909090909,0.18181818181818182,0,69.77
506248,BBB,2013J,4,68.75,3.5,0,62.76
506289,FFF,2013J,3,81.33333333333333,-64.66666666666667,0,82.0
506309,FFF,2013J,12,73.58333333333333,-74.5,0,77.25
506321,FFF,2013B,12,82.5,0.25,0,90.75
506360,BBB,2013B,9,75.44444444444444,2.888888888888889,0,68.1358024691358
506412,FFF,2013B,12,72.33333333333333,-37.416666666666664,0,68.75
506476,DDD,2013J,1,73.0,7.0,0,73.0
506498,FFF,2013J,2,51.0,10.0,0,51.0
506504,EEE,2013J,4,61.25,-0.25,0,61.28
506533,GGG,2014B,8,84.375,-41.375,0,
506543,CCC,2014J,5,91.2,3.25,0,82.512
506550,FFF,2013J,12,68.83333333333333,-62.416666666666664,0,73.75
506582,DDD,2013J,7,89.42857142857143,-7.285714285714286,0,91.35
506618,EEE,2013J,2,84.5,-0.5,0,86.27272727272727
506618,EEE,2014J,1,79.0,-1.0,0,79.0
506622,BBB,2014B,11,91.81818181818181,1.2727272727272727,0,86.92
506650,BBB,2013B,11,78.9090909090909,3.4545454545454546,0,64.22
506674,FFF,2014B,2,77.0,3.5,0,77.0
506679,BBB,2014J,2,100.0,-19.5,0,0.0
506679,GGG,2013J,9,77.11111111111111,-45.0,0,
506705,CCC,2014J,8,78.875,1.5714285714285714,0,70.546875
506705,FFF,2014J,12,84.41666666666667,-50.5,0,78.5
506753,BBB,2013B,11,86.63636363636364,1.1818181818181819,0,86.08
506767,DDD,2013B,13,61.53846153846154,1.2307692307692308,2,43.423857868020306
506783,FFF,2013J,5,48.2,-39.6,2,32.0
506785,DDD,2013B,14,50.642857142857146,0.21428571428571427,1,47.8275
506804,BBB,2013J,11,71.0,2.727272727272727,0,65.04
506829,DDD,2013B,8,60.75,6.375,2,51.80701754385965
506829,DDD,2013J,6,61.833333333333336,-0.8333333333333334,1,51.77777777777778
506930,FFF,2013B,3,44.0,0.3333333333333333,1,37.5
507010,FFF,2013J,12,69.5,-26.833333333333332,0,72.5
507014,BBB,2014J,5,65.0,-5.6,0,62.0
507016,BBB,2013J,11,80.81818181818181,1.2727272727272727,0,73.76
507034,CCC,2014B,9,83.66666666666667,0.5,0,83.7
507034,FFF,2013B,12,78.08333333333333,-24.916666666666668,0,73.25
507084,FFF,2013J,1,56.0,0.0,0,56.0
507113,DDD,2013J,7,82.71428571428571,-5.714285714285714,0,85.4125
507115,DDD,2013J,1,85.0,0.0,0,85.0
507149,BBB,2014J,5,95.6,1.8,0,95.55
507184,BBB,2013B,1,75.0,0.0,0,75.0
507279,BBB,2013J,5,56.5,2.6,0,43.54545454545455
507285,DDD,2013J,7,74.85714285714286,-9.857142857142858,1,75.45
507311,FFF,2014J,1,66.0,-4.0,0,66.0
507334,GGG,2014B,8,75.75,-37.125,0,
507344,CCC,2014J,6,66.5,6.4,0,50.7687074829932
507344,DDD,2013J,6,71.66666666666667,-5.166666666666667,0,61.27777777777778
507359,BBB,2013B,10,68.5,3.4,0,67.1951219512195
507375,EEE,2013J,4,82.75,-8.25,0,83.56
507386,BBB,2014J,2,28.5,-6.0,1,56.0
507387,BBB,2013J,3,83.0,0.6666666666666666,0,76.375
507388,CCC,2014B,2,62.5,1.0,0,62.9375
507478,DDD,2013J,3,59.666666666666664,0.3333333333333333,0,61.3125
507478,DDD,2014J,5,59.4,0.0,0,56.4
507523,CCC,2014B,9,67.0,1.375,0,64.51
507577,FFF,2014B,1,58.0,12.0,0,58.0
507671,CCC,2014B,3,78.33333333333333,0.6666666666666666,0,87.94444444444444
507676,BBB,2013J,1,70.0,-18.0,0,70.0
507730,DDD,2013B,2,11.5,8.5,2,10.714285714285714
507743,FFF,2014J,12,81.08333333333333,-69.83333333333333,0,77.5
507783,BBB,2014J,5,79.6,-0.6,0,73.05
507812,DDD,2014B,1,36.0,0.0,1,36.0
507817,BBB,2013B,11,65.36363636363636,2.909090909090909,1,54.42
507844,EEE,2013J,3,83.33333333333333,3.6666666666666665,0,83.22222222222223
507935,FFF,2014J,12,90.41666666666667,-64.0,0,90.75
507941,FFF,2013J,12,94.83333333333333,-82.5,0,96.0
507967,EEE,2014J,2,90.0,0.0,0,89.18181818181819
507983,BBB,2014B,6,74.0,8.0,0,51.59090909090909
508025,CCC,2014B,2,46.0,0.0,0,43.45454545454545
508025,DDD,2013J,5,72.4,-7.4,1,71.46875
508028,BBB,2013J,10,87.6,0.4,0,79.46341463414635
508047,BBB,2013J,1,71.0,0.0,0,71.0
508068,FFF,2013B,11,66.63636363636364,-2.3636363636363638,0,54.333333333333336
508079,BBB,2013J,8,74.625,4.375,0,65.41269841269842
508100,BBB,2014B,11,70.45454545454545,1.0909090909090908,0,70.26
508210,FFF,2013J,12,88.91666666666667,-31.083333333333332,0,92.25
508244,CCC,2014J,3,54.333333333333336,6.666666666666667,0,51.23684210526316
508244,EEE,2013J,4,79.25,0.0,0,78.68
508246,DDD,2013J,4,69.0,-5.75,0,54.5
508274,FFF,2013J,12,95.16666666666667,-66.33333333333333,0,87.75
508295,CCC,2014J,2,21.0,1.5,2,20.363636363636363
508295,FFF,2013J,12,73.75,-82.25,0,66.75
508326,FFF,2013J,6,70.83333333333333,0.16666666666666666,0,59.333333333333336
508388,FFF,2013J,12,77.33333333333333,-38.666666666666664,0,83.0
508400,BBB,2014B,9,62.0,2.888888888888889,1,52.20987654320987
508422,BBB,2013J,1,70.0,-1.0,0,70.0
508446,DDD,2014B,2,50.0,4.0,0,50.111111111111114
508452,BBB,2013B,11,61.72727272727273,1.8181818181818181,1,46.42
508470,BBB,2014B,11,78.27272727272727,1.0909090909090908,0,71.08
508517,BBB,2013J,1,74.0,-1.0,0,74.0
508537,BBB,2013B,11,95.27272727272727,0.6363636363636364,0,91.42
508572,FFF,2013B,12,67.16666666666667,-4.75,0,56.75
508573,GGG,2014B,9,77.77777777777777,-43.0,0,
508594,DDD,2014B,6,35.0,0.3333333333333333,3,30.85
508601,DDD,2013J,1,35.0,-3.0,1,35.0
508615,DDD,2013J,2,62.5,-0.5,0,62.111111111111114
508615,DDD,2014J,3,47.0,0.0,1,37.0
508626,FFF,2014J,12,71.08333333333333,-54.25,0,75.0
508627,FFF,2013J,5,66.6,-66.0,1,49.2
508630,FFF,2013J,2,71.0,1.0,0,71.0
508637,CCC,2014J,9,83.88888888888889,-3.625,0,91.975
508637,DDD,2013J,7,74.57142857142857,-6.571428571428571,1,72.4125
508662,BBB,2013B,10,89.1,1.8,0,82.09756097560975
508749,FFF,2013B,1,55.0,11.0,0,55.0
508759,BBB,2013J,8,93.875,2.375,0,86.19565217391305
508775,CCC,2014J,1,33.0,3.0,1,33.0
508785,DDD,2013J,2,63.5,0.0,0,64.0
508804,FFF,2013J,12,69.08333333333333,-42.416666666666664,0,61.75
508818,AAA,2013J,5,71.8,0.0,0,69.9
508829,DDD,2014J,4,23.75,2.25,3,16.53846153846154
508829,EEE,2013J,3,55.333333333333336,13.666666666666666,0,55.333333333333336
508830,FFF,2013B,12,71.83333333333333,-39.166666666666664,1,61.0
508859,DDD,2014J,7,77.42857142857143,-0.3333333333333333,0,77.625
508924,GGG,2014B,9,86.44444444444444,-46.111111111111114,0,
508927,FFF,2013B,6,86.16666666666667,-60.666666666666664,0,82.0
508934,DDD,2013B,14,76.28571428571429,0.21428571428571427,0,63.505
508940,BBB,2014B,11,73.18181818181819,-0.09090909090909091,0,58.64
508942,FFF,2013J,12,93.91666666666667,-90.66666666666667,0,93.75
509029,CCC,2014B,9,65.0,0.75,0,56.345
509034,GGG,2013J,9,85.55555555555556,-39.77777777777778,0,
509036,BBB,2013J,5,76.4,4.0,0,73.53846153846153
509102,CCC,2014B,9,69.44444444444444,0.625,0,58.75
509102,DDD,2013J,7,76.71428571428571,-4.571428571428571,0,76.45
509148,CCC,2014J,2,70.5,0.0,0,72.72727272727273
509150,CCC,2014J,4,89.5,0.5,0,86.6
509156,EEE,2013J,3,69.0,-0.3333333333333333,0,71.83333333333333
509183,CCC,2014B,5,94.8,2.0,0,99.296
509226,BBB,2013B,11,87.27272727272727,-0.45454545454545453,0,81.19
509236,BBB,2013J,9,69.55555555555556,5.666666666666667,0,76.70370370370371
509258,BBB,2013J,4,91.5,1.75,0,82.28
509277,GGG,2013J,9,83.77777777777777,-40.0,0,
509279,DDD,2013J,7,73.42857142857143,-9.571428571428571,0,76.175
509292,FFF,2014B,9,64.88888888888889,-33.888888888888886,1,44.75
509327,DDD,2013J,7,57.714285714285715,-10.714285714285714,1,54.975
509390,BBB,2013J,1,100.0,2.0,0,100.0
509407,FFF,2014B,1,72.0,-1.0,0,72.0
509466,BBB,2014J,3,66.66666666666667,-0.3333333333333333,0,50.0
509501,DDD,2013J,2,62.5,0.0,0,62.77777777777778
509536,FFF,2014J,12,82.08333333333333,-40.25,0,74.75
509578,BBB,2014J,5,31.2,1.4,3,35.0
509607,BBB,2013J,11,90.0,0.9090909090909091,0,88.56
509610,DDD,2013J,7,72.0,-3.857142857142857,1,71.3375
509634,DDD,2013B,4,64.25,6.0,0,59.594202898550726
509649,CCC,2014B,6,50.166666666666664,1.0,2,35.95945945945946
509696,BBB,2014B,10,64.1,5.1,0,67.1919191919192
509710,CCC,2014J,2,23.5,1.5,2,31.454545454545453
509768,BBB,2013B,11,96.36363636363636,0.45454545454545453,0,93.45
509780,EEE,2014J,4,91.5,-1.0,0,90.6
509797,BBB,2013B,5,40.6,6.6,3,36.48051948051948
509839,CCC,2014B,9,86.88888888888889,0.75,0,87.39
509845,BBB,2013J,5,59.8,0.4,1,59.83720930232558
509873,DDD,2013B,1,47.0,2.0,0,47.0
509901,BBB,2013B,2,65.5,8.0,0,55.833333333333336
509913,BBB,2013J,11,77.0909090909091,-0.7272727272727273,0,73.83
509926,BBB,2013B,8,86.375,3.5,0,72.36507936507937
509929,DDD,2013J,7,74.85714285714286,-3.5714285714285716,0,67.9375
509933,DDD,2014J,7,65.0,-0.3333333333333333,1,46.4
509935,BBB,2014J,5,75.2,-1.8,0,70.15
509940,FFF,2013J,3,60.0,-75.0,0,62.0
510027,FFF,2013B,2,73.5,-93.0,0,66.0
510054,CCC,2014J,9,76.22222222222223,2.375,0,81.97
510068,BBB,2014J,3,71.66666666666667,0.0,0,51.666666666666664
510070,CCC,2014B,3,64.0,3.0,0,71.77777777777777
510070,CCC,2014J,2,88.0,5.0,0,80.36363636363636
510141,BBB,2013B,3,65.66666666666667,6.666666666666667,0,61.291666666666664
510142,FFF,2014B,12,57.416666666666664,-65.16666666666667,1,47.5
510149,BBB,2013J,11,83.54545454545455,0.8181818181818182,0,75.89
510169,EEE,2013J,2,71.0,87.5,0,72.0909090909091
510182,DDD,2013J,7,71.85714285714286,-4.142857142857143,0,69.625
510186,FFF,2013B,12,86.0,-61.333333333333336,0,79.75
510195,DDD,2013B,13,84.15384615384616,-0.46153846153846156,0,73.4918918918919
510266,CCC,2014J,9,61.44444444444444,1.0,1,50.41
510266,EEE,2014B,4,93.5,-2.75,0,93.2
510335,FFF,2013B,12,68.5,-32.666666666666664,1,58.5
510401,EEE,2013J,4,83.0,0.0,0,82.28
510402,EEE,2014J,4,87.75,-0.75,0,86.76
510420,FFF,2014B,12,76.41666666666667,-8.666666666666666,0,82.0
510424,DDD,2014J,7,72.85714285714286,-2.1666666666666665,0,64.275
510456,DDD,2014J,7,86.57142857142857,-1.3333333333333333,0,87.0
510460,CCC,2014J,1,78.0,3.0,0,78.0
510460,EEE,2013J,4,89.25,1.75,0,89.4
510471,BBB,2014J,5,76.8,-6.6,0,70.35
510492,BBB,2013B,10,59.3,3.3,1,51.72727272727273
510530,DDD,2013B,11,27.5,4.363636363636363,9,24.259493670886076
510533,GGG,2013J,9,89.44444444444444,-25.666666666666668,0,
510534,FFF,2013J,12,73.58333333333333,-25.416666666666668,0,68.5
510556,BBB,2013B,10,88.6,1.5,0,78.6219512195122
510693,FFF,2013B,10,75.6,2.5,0,77.5
510693,FFF,2014B,1,78.0,-1.0,0,78.0
510694,CCC,2014B,1,42.0,0.0,0,42.0
510694,EEE,2013J,4,74.0,0.0,0,72.2
510737,GGG,2013J,8,49.25,-5.375,0,
510756,BBB,2013B,10,85.7,1.2,0,80.58585858585859
510759,FFF,2013B,12,68.66666666666667,-38.666666666666664,0,65.5
510776,BBB,2013J,1,80.0,6.0,0,80.0
510845,BBB,2013B,9,69.44444444444444,4.333333333333333,0,56.2962962962963
510864,DDD,2013J,7,49.0,-4.571428571428571,1,51.4625
510868,BBB,2013J,4,45.75,1.75,1,43.71186440677966
510873,DDD,2013J,7,55.285714285714285,-3.142857142857143,0,57.5125
510874,GGG,2014B,7,77.85714285714286,-17.857142857142858,0,
