code_module,code_presentation,week_number,final_result,active_students,total_clicks,avg_clicks_per_student
BBB,2013J,7,Withdrawn,133,5372,3.1087962962962963
BBB,2013J,8,Distinction,162,9324,3.2363762582436655
BBB,2013J,8,Fail,261,8424,2.626753975678204
BBB,2013J,8,Pass,751,37846,3.3545470661230277
BBB,2013J,8,Withdrawn,115,5171,3.23794614902943
BBB,2013J,9,Distinction,148,6843,3.0132100396301187
BBB,2013J,9,Fail,171,3431,2.4790462427745665
BBB,2013J,9,Pass,610,21631,3.134019124891336
BBB,2013J,9,Withdrawn,90,2600,2.5742574257425743
BBB,2013J,10,Distinction,135,5444,2.8804232804232806
BBB,2013J,10,Fail,134,2971,2.543664383561644
BBB,2013J,10,Pass,516,17524,2.9452100840336133
BBB,2013J,10,Withdrawn,73,1923,3.205
BBB,2013J,11,Distinction,124,4972,3.042839657282742
BBB,2013J,11,Fail,108,1997,2.477667493796526
BBB,2013J,11,Pass,480,14135,2.8988925348646433
BBB,2013J,11,Withdrawn,46,1183,2.8924205378973107
BBB,2013J,12,Distinction,97,2386,2.659977703455964
BBB,2013J,12,Fail,80,1097,2.125968992248062
BBB,2013J,12,Pass,363,7816,2.675795960287573
BBB,2013J,12,Withdrawn,44,707,2.2232704402515724
BBB,2013J,13,Distinction,138,4735,2.8854357099329677
BBB,2013J,13,Fail,142,2957,2.5984182776801408
BBB,2013J,13,Pass,630,20545,3.04641162514828
BBB,2013J,13,Withdrawn,52,2150,3.257575757575758
BBB,2013J,14,Distinction,165,9057,3.3972243060765193
BBB,2013J,14,Fail,237,7052,2.6431784107946026
BBB,2013J,14,Pass,782,39537,3.4045466287780934
BBB,2013J,14,Withdrawn,76,3740,3.6702649656526005
BBB,2013J,15,Distinction,159,7390,3.1380042462845013
BBB,2013J,15,Fail,152,3425,2.586858006042296
BBB,2013J,15,Pass,659,25852,3.250597258896014
BBB,2013J,15,Withdrawn,56,1857,3.02442996742671
BBB,2013J,16,Distinction,150,5124,2.428436018957346
BBB,2013J,16,Fail,142,2783,2.4826048171275645
BBB,2013J,16,Pass,608,19288,2.685602896129212
BBB,2013J,16,Withdrawn,49,1126,2.5649202733485192
BBB,2013J,17,Distinction,131,5043,2.8001110494169907
BBB,2013J,17,Fail,108,2092,2.5204819277108435
BBB,2013J,17,Pass,558,16680,2.728611156551611
BBB,2013J,17,Withdrawn,37,764,2.8296296296296295
BBB,2013J,18,Distinction,143,5256,2.7261410788381744
BBB,2013J,18,Fail,130,2415,2.449290060851927
BBB,2013J,18,Pass,656,21691,2.773430507607723
BBB,2013J,18,Withdrawn,33,653,2.2912280701754386
BBB,2013J,19,Distinction,169,6984,2.731325772389519
BBB,2013J,19,Fail,178,4760,2.4986876640419946
BBB,2013J,19,Pass,782,29515,2.891076501126457
BBB,2013J,19,Withdrawn,51,1049,2.2903930131004366
BBB,2013J,20,Distinction,134,3898,2.655313351498638
BBB,2013J,20,Fail,100,1248,2.1116751269035534
BBB,2013J,20,Pass,591,16479,2.7603015075376884
BBB,2013J,20,Withdrawn,24,256,2.015748031496063
BBB,2013J,21,Distinction,140,4590,2.5844594594594597
BBB,2013J,21,Fail,92,1602,2.32510885341074
BBB,2013J,21,Pass,548,16887,2.9798835362625726
BBB,2013J,21,Withdrawn,17,302,2.0972222222222223
BBB,2013J,22,Distinction,144,4802,2.728409090909091
BBB,2013J,22,Fail,101,1958,2.469104665825977
BBB,2013J,22,Pass,584,18334,2.9282862162593837
BBB,2013J,22,Withdrawn,13,292,2.4957264957264957
BBB,2013J,23,Distinction,149,6280,3.023591718825229
BBB,2013J,23,Fail,102,2296,2.5398230088495577
BBB,2013J,23,Pass,620,22940,3.0908111021288063
BBB,2013J,23,Withdrawn,15,250,2.0
BBB,2013J,24,Distinction,169,8499,3.2047511312217196
BBB,2013J,24,Fail,160,5590,2.939011566771819
BBB,2013J,24,Pass,813,39641,3.3376273469731412
BBB,2013J,24,Withdrawn,19,359,2.2024539877300615
BBB,2013J,25,Distinction,142,4675,2.696078431372549
BBB,2013J,25,Fail,86,1393,2.689189189189189
BBB,2013J,25,Pass,537,17122,3.152061855670103
BBB,2013J,25,Withdrawn,12,110,2.0
BBB,2013J,26,Distinction,134,4744,2.6502793296089386
BBB,2013J,26,Fail,69,1173,2.561135371179039
BBB,2013J,26,Pass,547,17123,2.9799860772711453
BBB,2013J,26,Withdrawn,11,296,3.051546391752577
BBB,2013J,27,Distinction,123,3199,2.4419847328244275
BBB,2013J,27,Fail,67,1122,2.5675057208237986
BBB,2013J,27,Pass,501,13758,2.687634303574917
BBB,2013J,27,Withdrawn,6,36,1.7142857142857142
BBB,2013J,28,Distinction,118,3422,2.5594614809274496
BBB,2013J,28,Fail,50,834,2.4601769911504423
BBB,2013J,28,Pass,470,12794,2.6793717277486913
BBB,2013J,28,Withdrawn,7,74,2.1142857142857143
BBB,2013J,29,Distinction,142,4697,2.6225572305974314
BBB,2013J,29,Fail,60,1208,2.521920668058455
BBB,2013J,29,Pass,576,18043,2.772859996926387
BBB,2013J,29,Withdrawn,5,125,2.0491803278688523
BBB,2013J,30,Distinction,164,6829,2.6326137239784115
BBB,2013J,30,Fail,118,4129,2.8378006872852235
BBB,2013J,30,Pass,805,33219,2.7948006057546695
BBB,2013J,30,Withdrawn,8,194,2.3658536585365852
BBB,2013J,31,Distinction,132,4357,2.3979086406164005
BBB,2013J,31,Fail,58,1106,2.3041666666666667
BBB,2013J,31,Pass,533,17399,2.8327906219472485
BBB,2013J,31,Withdrawn,6,62,1.55
BBB,2013J,32,Distinction,125,4142,2.6449553001277137
BBB,2013J,32,Fail,54,1107,2.2684426229508197
BBB,2013J,32,Pass,481,15439,2.813228862973761
BBB,2013J,32,Withdrawn,3,90,2.6470588235294117
BBB,2013J,33,Distinction,113,3560,2.7092846270928463
BBB,2013J,33,Fail,47,982,2.3270142180094786
BBB,2013J,33,Pass,447,15339,2.911731207289294
BBB,2013J,33,Withdrawn,1,29,1.8125
BBB,2013J,34,Distinction,120,4806,2.9520884520884523
BBB,2013J,34,Fail,51,1126,2.345833333333333
BBB,2013J,34,Pass,524,18890,3.0896303565587178
BBB,2013J,34,Withdrawn,5,78,2.3636363636363638
BBB,2013J,35,Distinction,150,8357,3.6477520733304236
BBB,2013J,35,Fail,67,1689,2.524663677130045
BBB,2013J,35,Pass,703,33155,3.629447181171319
BBB,2013J,35,Withdrawn,3,55,3.235294117647059
BBB,2013J,36,Distinction,93,1681,2.546969696969697
BBB,2013J,36,Fail,32,258,2.2051282051282053
BBB,2013J,36,Pass,381,7054,2.9076669414674363
BBB,2013J,36,Withdrawn,1,43,2.388888888888889
BBB,2013J,37,Distinction,73,862,2.102439024390244
BBB,2013J,37,Fail,27,168,1.9534883720930232
BBB,2013J,37,Pass,289,3444,2.0746987951807228
BBB,2013J,37,Withdrawn,1,3,1.5
BBB,2013J,38,Distinction,60,702,2.0707964601769913
BBB,2013J,38,Fail,27,217,2.6463414634146343
BBB,2013J,38,Pass,296,2850,2.077259475218659
BBB,2013J,38,Withdrawn,1,57,4.384615384615385
BBB,2013J,39,Distinction,31,154,1.9743589743589745
BBB,2013J,39,Fail,7,23,2.090909090909091
BBB,2013J,39,Pass,115,698,2.052941176470588
BBB,2014B,0,Distinction,142,10126,3.7050859860958654
BBB,2014B,0,Fail,232,7464,2.665714285714286
BBB,2014B,0,Pass,423,20446,3.1694310959541157
BBB,2014B,0,Withdrawn,151,6173,3.1462793068297654
BBB,2014B,1,Distinction,148,10842,3.514424635332253
BBB,2014B,1,Fail,247,9084,2.83875
BBB,2014B,1,Pass,443,27295,3.4620750887874174
BBB,2014B,1,Withdrawn,140,5780,2.9504849412965797
BBB,2014B,2,Distinction,153,10783,3.7584524224468456
BBB,2014B,2,Fail,252,10057,3.0002983293556085
BBB,2014B,2,Pass,475,26729,3.6554978118161925
BBB,2014B,2,Withdrawn,146,5117,2.994148624926858
BBB,2014B,3,Distinction,147,7448,3.433840479483633
BBB,2014B,3,Fail,232,6494,2.8382867132867133
BBB,2014B,3,Pass,430,18462,3.3683634373289544
BBB,2014B,3,Withdrawn,102,3232,2.7886108714408975
BBB,2014B,4,Distinction,147,10651,3.993625796775403
BBB,2014B,4,Fail,190,6938,3.0780834072759538
BBB,2014B,4,Pass,429,24847,3.799235474006116
BBB,2014B,4,Withdrawn,89,4582,3.487062404870624
BBB,2014B,5,Distinction,146,8702,3.725171232876712
BBB,2014B,5,Fail,161,4913,2.8730994152046785
BBB,2014B,5,Pass,414,18313,3.3682177671510023
BBB,2014B,5,Withdrawn,95,3154,3.2683937823834195
BBB,2014B,6,Distinction,152,9715,3.7964048456428294
BBB,2014B,6,Fail,210,6336,2.7716535433070866
BBB,2014B,6,Pass,490,23210,3.322834645669291
BBB,2014B,6,Withdrawn,97,3499,3.077396657871592
BBB,2014B,7,Distinction,148,7362,3.1732758620689654
BBB,2014B,7,Fail,194,6181,2.6653730056058644
BBB,2014B,7,Pass,463,19621,3.081671116695461
BBB,2014B,7,Withdrawn,81,2934,2.810344827586207
BBB,2014B,8,Distinction,128,5461,3.0679775280898878
BBB,2014B,8,Fail,143,3175,2.5198412698412698
BBB,2014B,8,Pass,406,14002,2.9299016530654947
BBB,2014B,8,Withdrawn,67,1708,2.7592891760904683
BBB,2014B,9,Distinction,128,5013,3.023522316043426
BBB,2014B,9,Fail,131,2276,2.2737262737262736
BBB,2014B,9,Pass,346,10967,2.9801630434782607
BBB,2014B,9,Withdrawn,57,1425,2.7941176470588234
BBB,2014B,10,Distinction,121,5335,3.365930599369085
BBB,2014B,10,Fail,109,2041,2.6403622250970247
BBB,2014B,10,Pass,335,11945,3.0825806451612903
BBB,2014B,10,Withdrawn,43,1045,2.878787878787879
BBB,2014B,11,Distinction,140,6499,3.3175089331291474
BBB,2014B,11,Fail,128,2819,2.579139981701738
BBB,2014B,11,Pass,387,14117,3.15675313059034
BBB,2014B,11,Withdrawn,52,1182,2.8550724637681157
BBB,2014B,12,Distinction,157,9082,3.6154458598726116
BBB,2014B,12,Fail,193,5160,2.589061716006021
BBB,2014B,12,Pass,490,21426,3.1671840354767182
BBB,2014B,12,Withdrawn,61,1989,3.2236628849270663
BBB,2014B,13,Distinction,129,4572,2.781021897810219
BBB,2014B,13,Fail,123,2031,2.3616279069767443
BBB,2014B,13,Pass,405,10900,2.7927235459902637
BBB,2014B,13,Withdrawn,38,838,2.9097222222222223
BBB,2014B,14,Distinction,125,4998,2.959147424511545
BBB,2014B,14,Fail,111,2099,2.478158205430933
BBB,2014B,14,Pass,364,10612,2.6603158686387567
BBB,2014B,14,Withdrawn,36,530,2.3451327433628317
BBB,2014B,15,Distinction,117,4372,3.0193370165745854
BBB,2014B,15,Fail,84,1202,2.150268336314848
BBB,2014B,15,Pass,340,9146,2.6602675974403724
BBB,2014B,15,Withdrawn,23,296,2.466666666666667
BBB,2014B,16,Distinction,128,5218,3.23697270471464
BBB,2014B,16,Fail,99,1671,2.216180371352785
BBB,2014B,16,Pass,362,11612,2.857283464566929
BBB,2014B,16,Withdrawn,24,364,2.3790849673202614
BBB,2014B,17,Distinction,153,7980,3.4441087613293053
BBB,2014B,17,Fail,150,3810,2.4454428754813864
BBB,2014B,17,Pass,481,18599,3.075740036381677
BBB,2014B,17,Withdrawn,30,737,2.6996336996337
BBB,2014B,18,Distinction,135,3816,2.793557833089312
BBB,2014B,18,Fail,81,1156,2.201904761904762
BBB,2014B,18,Pass,339,7502,2.5771212641703882
BBB,2014B,18,Withdrawn,18,296,3.7468354430379747
BBB,2014B,19,Distinction,122,3861,3.009353078721746
BBB,2014B,19,Fail,80,1081,2.0990291262135923
BBB,2014B,19,Pass,318,8218,2.6526791478373144
BBB,2014B,19,Withdrawn,20,189,1.8
BBB,2014B,20,Distinction,105,3345,2.944542253521127
BBB,2014B,20,Fail,65,948,2.2149532710280373
BBB,2014B,20,Pass,306,7697,2.6875
BBB,2014B,20,Withdrawn,14,198,2.712328767123288
BBB,2014B,21,Distinction,122,3992,2.9746646795827125
BBB,2014B,21,Fail,65,1180,2.570806100217865
BBB,2014B,21,Pass,357,10285,2.8271028037383177
BBB,2014B,21,Withdrawn,19,232,2.761904761904762
BBB,2014B,22,Distinction,153,8888,3.458365758754864
BBB,2014B,22,Fail,125,3920,2.8613138686131387
BBB,2014B,22,Pass,497,21481,3.2094725832959807
BBB,2014B,22,Withdrawn,17,592,3.2527472527472527
BBB,2014B,23,Distinction,124,4401,3.196078431372549
BBB,2014B,23,Fail,59,1066,2.532066508313539
BBB,2014B,23,Pass,349,9310,2.8850325379609543
BBB,2014B,23,Withdrawn,10,198,2.64
BBB,2014B,24,Distinction,119,3316,2.674193548387097
BBB,2014B,24,Fail,62,788,2.123989218328841
BBB,2014B,24,Pass,309,6149,2.432357594936709
BBB,2014B,24,Withdrawn,6,53,2.0384615384615383
BBB,2014B,25,Distinction,114,2822,2.4517810599478715
BBB,2014B,25,Fail,40,463,2.0669642857142856
BBB,2014B,25,Pass,283,5718,2.399496433067562
BBB,2014B,25,Withdrawn,6,65,2.7083333333333335
BBB,2014B,26,Distinction,113,3596,2.7304479878511767
BBB,2014B,26,Fail,40,639,2.0679611650485437
BBB,2014B,26,Pass,267,6971,2.735871271585557
BBB,2014B,26,Withdrawn,3,21,2.1
BBB,2014B,27,Distinction,122,4371,2.993835616438356
BBB,2014B,27,Fail,59,1044,2.309734513274336
BBB,2014B,27,Pass,341,9708,2.7993079584775087
BBB,2014B,27,Withdrawn,8,85,2.5
BBB,2014B,28,Distinction,150,9092,3.251788268955651
BBB,2014B,28,Fail,96,2690,2.4499089253187614
BBB,2014B,28,Pass,487,20033,2.725949108722275
BBB,2014B,28,Withdrawn,6,206,3.21875
BBB,2014B,29,Distinction,127,5532,3.066518847006652
BBB,2014B,29,Fail,50,797,2.0809399477806787
BBB,2014B,29,Pass,327,9994,2.7268758526603003
BBB,2014B,29,Withdrawn,8,132,2.3157894736842106
BBB,2014B,30,Distinction,125,5312,2.9742441209406496
BBB,2014B,30,Fail,39,563,1.9480968858131489
BBB,2014B,30,Pass,328,10044,2.65083135391924
BBB,2014B,30,Withdrawn,4,131,2.7872340425531914
BBB,2014B,31,Distinction,127,5201,3.093991671624033
BBB,2014B,31,Fail,43,729,2.1253644314868803
BBB,2014B,31,Pass,318,9551,2.7692084662220933
BBB,2014B,31,Withdrawn,1,11,3.6666666666666665
BBB,2014B,32,Distinction,140,7173,3.9651741293532337
BBB,2014B,32,Fail,59,919,2.2635467980295565
BBB,2014B,32,Pass,411,16060,3.391763463569166
BBB,2014B,32,Withdrawn,2,284,1.9452054794520548
BBB,2014B,33,Distinction,78,1376,2.8846960167714886
BBB,2014B,33,Fail,23,95,1.7272727272727273
BBB,2014B,33,Pass,208,2388,2.3643564356435642
BBB,2014B,33,Withdrawn,2,2,1.0
BBB,2014B,34,Distinction,47,475,2.8273809523809526
BBB,2014B,34,Fail,10,21,1.4
BBB,2014B,34,Pass,104,649,2.207482993197279
BBB,2014J,0,Distinction,156,14552,3.5640460445750675
BBB,2014J,0,Fail,259,13917,3.1232046678635546
BBB,2014J,0,Pass,745,56438,3.334790829591113
BBB,2014J,0,Withdrawn,302,15938,3.1755329746961545
BBB,2014J,1,Distinction,151,9794,3.1778066190785204
BBB,2014J,1,Fail,267,11399,2.8062530773018217
BBB,2014J,1,Pass,753,39315,2.9046915404506835
BBB,2014J,1,Withdrawn,266,10186,2.823170731707317
BBB,2014J,2,Distinction,161,9288,2.8961646398503276
BBB,2014J,2,Fail,243,9168,2.7004418262150223
BBB,2014J,2,Pass,762,34496,2.673901247965274
BBB,2014J,2,Withdrawn,229,7780,2.5702015196564254
BBB,2014J,3,Distinction,164,6903,2.724151539068666
BBB,2014J,3,Fail,281,9155,2.6112378779235597
BBB,2014J,3,Pass,835,33284,2.6989944858903665
BBB,2014J,3,Withdrawn,247,6823,2.4463965579060596
BBB,2014J,4,Distinction,149,6794,3.1822014051522247
BBB,2014J,4,Fail,226,7046,2.725725338491296
BBB,2014J,4,Pass,739,27404,2.969335789359627
BBB,2014J,4,Withdrawn,202,5255,2.60406342913776
BBB,2014J,5,Distinction,149,7366,3.5792031098153547
BBB,2014J,5,Fail,209,6897,3.1250566379700953
BBB,2014J,5,Pass,723,32521,3.2879385299767465
BBB,2014J,5,Withdrawn,174,4903,2.8065254722381225
BBB,2014J,6,Distinction,147,9753,3.8549407114624508
BBB,2014J,6,Fail,183,8132,3.703096539162113
BBB,2014J,6,Pass,714,41983,3.93615225951622
BBB,2014J,6,Withdrawn,139,4917,3.3863636363636362
BBB,2014J,7,Distinction,147,7150,3.4194165471066476
BBB,2014J,7,Fail,171,6295,3.5828116107000567
BBB,2014J,7,Pass,720,34049,3.5988796110347745
BBB,2014J,7,Withdrawn,127,4832,3.6717325227963524
BBB,2014J,8,Distinction,161,6233,3.102538576406172
BBB,2014J,8,Fail,194,5165,2.7371489136195017
BBB,2014J,8,Pass,818,26915,3.0526256096177837
BBB,2014J,8,Withdrawn,141,3939,2.8857142857142857
BBB,2014J,9,Distinction,147,4321,2.497687861271676
BBB,2014J,9,Fail,141,2903,2.639090909090909
BBB,2014J,9,Pass,634,17640,2.762292514876292
BBB,2014J,9,Withdrawn,90,1756,2.7523510971786833
BBB,2014J,10,Distinction,122,3626,3.057335581787521
BBB,2014J,10,Fail,116,1605,2.336244541484716
BBB,2014J,10,Pass,558,13102,2.592915099940629
BBB,2014J,10,Withdrawn,75,1242,2.4210526315789473
BBB,2014J,11,Distinction,64,1213,2.559071729957806
BBB,2014J,11,Fail,50,725,2.9591836734693877
BBB,2014J,11,Pass,269,5336,2.8874458874458875
BBB,2014J,11,Withdrawn,42,566,2.3781512605042017
BBB,2014J,12,Distinction,115,5651,4.8589853826311264
BBB,2014J,12,Fail,82,1761,2.6362275449101795
BBB,2014J,12,Pass,450,14653,3.3317417007730787
BBB,2014J,12,Withdrawn,66,1650,3.3536585365853657
BBB,2014J,13,Distinction,161,10626,5.0075400565504244
BBB,2014J,13,Fail,137,4751,3.4603058994901676
BBB,2014J,13,Pass,702,30854,3.7751131775357885
BBB,2014J,13,Withdrawn,93,3101,3.4114411441144115
BBB,2014J,14,Distinction,150,11013,5.364344861178763
BBB,2014J,14,Fail,130,4760,3.701399688958009
BBB,2014J,14,Pass,676,50941,5.714718420462194
BBB,2014J,14,Withdrawn,77,2936,3.697732997481108
BBB,2014J,15,Distinction,154,8442,4.385454545454546
BBB,2014J,15,Fail,134,4857,3.8124018838304554
BBB,2014J,15,Pass,712,38108,4.246963111556893
BBB,2014J,15,Withdrawn,68,2374,3.455604075691412
BBB,2014J,16,Distinction,167,11238,4.473726114649682
BBB,2014J,16,Fail,171,5292,3.1387900355871885
BBB,2014J,16,Pass,830,40025,3.7649327438622895
BBB,2014J,16,Withdrawn,89,3213,3.1938369781312126
BBB,2014J,17,Distinction,153,9353,5.009641135511516
BBB,2014J,17,Fail,106,3578,4.540609137055838
BBB,2014J,17,Pass,673,38277,5.642246462264151
BBB,2014J,17,Withdrawn,56,1513,3.232905982905983
BBB,2014J,18,Distinction,152,8257,4.745402298850575
BBB,2014J,18,Fail,104,2921,3.96875
BBB,2014J,18,Pass,650,32744,5.038313586705647
BBB,2014J,18,Withdrawn,47,1360,3.746556473829201
BBB,2014J,19,Distinction,144,8527,4.880938752146537
BBB,2014J,19,Fail,104,2864,4.193265007320644
BBB,2014J,19,Pass,668,34867,5.2063610571897865
BBB,2014J,19,Withdrawn,47,1800,4.017857142857143
BBB,2014J,20,Distinction,146,8991,4.787539936102236
BBB,2014J,20,Fail,84,3077,4.498538011695906
BBB,2014J,20,Pass,650,39492,5.2189771375710325
BBB,2014J,20,Withdrawn,35,1581,4.663716814159292
BBB,2014J,21,Distinction,155,10143,4.77542372881356
BBB,2014J,21,Fail,107,4137,4.264948453608247
BBB,2014J,21,Pass,726,42510,4.885645328123204
BBB,2014J,21,Withdrawn,46,1913,4.554761904761905
BBB,2014J,22,Distinction,164,11691,4.783551554828151
BBB,2014J,22,Fail,123,4485,4.04054054054054
BBB,2014J,22,Pass,828,48753,4.8889891696750905
BBB,2014J,22,Withdrawn,48,1788,4.65625
BBB,2014J,23,Distinction,151,8425,4.220941883767535
BBB,2014J,23,Fail,87,2871,3.916780354706685
BBB,2014J,23,Pass,627,27977,4.435864912002537
BBB,2014J,23,Withdrawn,19,455,3.2971014492753623
BBB,2014J,24,Distinction,144,7444,4.396928529238039
BBB,2014J,24,Fail,72,2067,3.8780487804878048
BBB,2014J,24,Pass,613,27243,4.424719831086568
BBB,2014J,24,Withdrawn,23,408,3.642857142857143
BBB,2014J,25,Distinction,127,6515,4.375419744795164
BBB,2014J,25,Fail,50,1653,4.61731843575419
BBB,2014J,25,Pass,528,24404,4.729457364341085
BBB,2014J,25,Withdrawn,11,444,4.352941176470588
BBB,2014J,26,Distinction,132,6463,4.808779761904762
BBB,2014J,26,Fail,44,1278,4.422145328719723
BBB,2014J,26,Pass,509,24114,4.969909315746084
BBB,2014J,26,Withdrawn,12,211,3.3492063492063493
BBB,2014J,27,Distinction,135,7681,4.526222746022392
BBB,2014J,27,Fail,57,1888,5.034666666666666
BBB,2014J,27,Pass,590,29233,4.9488742170306415
BBB,2014J,27,Withdrawn,10,259,4.543859649122807
BBB,2014J,28,Distinction,154,7869,4.2215665236051505
BBB,2014J,28,Fail,66,2057,4.395299145299146
BBB,2014J,28,Pass,664,35160,4.7423792824386295
BBB,2014J,28,Withdrawn,10,131,2.62
BBB,2014J,29,Distinction,168,10961,4.753252385082393
BBB,2014J,29,Fail,82,2859,4.095988538681948
BBB,2014J,29,Pass,793,43720,4.782846515698501
BBB,2014J,29,Withdrawn,16,742,4.496969696969697
BBB,2014J,30,Distinction,133,6219,3.7828467153284673
BBB,2014J,30,Fail,46,1145,3.6234177215189876
BBB,2014J,30,Pass,522,22434,3.8853481122272253
BBB,2014J,30,Withdrawn,3,17,2.125
BBB,2014J,31,Distinction,137,6941,3.5305188199389623
BBB,2014J,31,Fail,44,1142,3.111716621253406
BBB,2014J,31,Pass,516,20258,3.5249695493300854
BBB,2014J,31,Withdrawn,3,41,2.05
BBB,2014J,32,Distinction,125,6829,3.743969298245614
BBB,2014J,32,Fail,34,610,3.193717277486911
BBB,2014J,32,Pass,490,20308,3.5684413986997012
BBB,2014J,32,Withdrawn,1,1,1.0
BBB,2014J,33,Distinction,139,8989,4.198505371321812
BBB,2014J,33,Fail,29,555,2.557603686635945
BBB,2014J,33,Pass,536,25571,3.8510542168674697
BBB,2014J,33,Withdrawn,3,29,4.142857142857143
BBB,2014J,34,Distinction,168,16862,4.3458762886597935
BBB,2014J,34,Fail,55,2496,3.6977777777777776
BBB,2014J,34,Pass,802,61724,4.318175458234224
BBB,2014J,34,Withdrawn,3,29,3.2222222222222223
BBB,2014J,35,Distinction,72,726,2.1671641791044776
BBB,2014J,35,Fail,17,97,1.830188679245283
BBB,2014J,35,Pass,300,2593,2.1572379367720464
BBB,2014J,36,Distinction,55,249,1.6168831168831168
BBB,2014J,36,Fail,12,29,1.5263157894736843
BBB,2014J,36,Pass,211,1085,1.8674698795180722
BBB,2014J,37,Distinction,54,266,2.046153846153846
BBB,2014J,37,Fail,11,35,1.6666666666666667
BBB,2014J,37,Pass,169,650,1.6209476309226933
BBB,2014J,38,Distinction,27,157,2.706896551724138
BBB,2014J,38,Fail,7,15,1.875
BBB,2014J,38,Pass,89,222,1.4322580645161291
CCC,2014B,-1,Distinction,163,8377,3.555602716468591
CCC,2014B,-1,Fail,183,4097,2.9036144578313254
CCC,2014B,-1,Pass,320,10188,3.248724489795918
CCC,2014B,-1,Withdrawn,386,8738,2.8499673842139597
CCC,2014B,0,Distinction,181,18186,3.7442865966646077
CCC,2014B,0,Fail,262,9577,3.2753077975376197
CCC,2014B,0,Pass,408,21618,3.2954268292682927
CCC,2014B,0,Withdrawn,515,18501,2.968233595379432
CCC,2014B,1,Distinction,179,24489,4.2084550610070455
CCC,2014B,1,Fail,273,13036,3.5568894952251022
CCC,2014B,1,Pass,431,36015,3.915525114155251
CCC,2014B,1,Withdrawn,497,28087,3.5949059260207346
CCC,2014B,2,Distinction,184,22017,4.317058823529412
CCC,2014B,2,Fail,269,15389,3.9358056265984653
CCC,2014B,2,Pass,422,42797,4.563552996374494
CCC,2014B,2,Withdrawn,492,33911,4.066067146282974
CCC,2014B,3,Distinction,184,23046,4.303641456582633
CCC,2014B,3,Fail,312,30728,4.867416442261999
CCC,2014B,3,Pass,445,53383,4.572419700214133
CCC,2014B,3,Withdrawn,510,54148,4.751074844257261
CCC,2014B,4,Distinction,178,13402,3.5445649299127213
CCC,2014B,4,Fail,241,8027,3.017669172932331
CCC,2014B,4,Pass,413,23916,3.3147609147609147
CCC,2014B,4,Withdrawn,379,13387,2.988836793927216
CCC,2014B,5,Distinction,190,14840,3.276661514683153
CCC,2014B,5,Fail,267,13669,3.3193297717338512
CCC,2014B,5,Pass,445,28120,3.3855044546111244
CCC,2014B,5,Withdrawn,367,15584,2.9194454852004497
CCC,2014B,6,Distinction,178,10710,3.2133213321332135
CCC,2014B,6,Fail,200,4996,2.752617079889807
CCC,2014B,6,Pass,415,18814,3.2522039757994814
CCC,2014B,6,Withdrawn,261,7809,2.9029739776951673
CCC,2014B,7,Distinction,167,11785,3.5679685134726005
CCC,2014B,7,Fail,179,5842,3.606172839506173
CCC,2014B,7,Pass,380,17537,3.3403809523809525
CCC,2014B,7,Withdrawn,224,5572,2.8721649484536083
CCC,2014B,8,Distinction,161,10886,3.7370408513559905
CCC,2014B,8,Fail,159,7171,4.96606648199446
CCC,2014B,8,Pass,389,19450,3.5661899523285663
CCC,2014B,8,Withdrawn,194,5847,3.051670146137787
CCC,2014B,9,Distinction,178,15271,3.8053825068527285
CCC,2014B,9,Fail,174,6296,3.734282325029656
CCC,2014B,9,Pass,389,29545,4.15892454954955
CCC,2014B,9,Withdrawn,188,8123,3.721026110856619
CCC,2014B,10,Distinction,183,19994,4.249521785334751
CCC,2014B,10,Fail,205,19634,5.209339347306978
CCC,2014B,10,Pass,444,51723,4.776782415958626
CCC,2014B,10,Withdrawn,228,21590,4.962077683291198
CCC,2014B,11,Distinction,157,6870,3.0945945945945947
CCC,2014B,11,Fail,113,1754,2.6062407132243686
CCC,2014B,11,Pass,314,10457,2.9792022792022794
CCC,2014B,11,Withdrawn,128,2373,2.1931608133086877
CCC,2014B,12,Distinction,157,6189,2.958413001912046
CCC,2014B,12,Fail,120,1627,2.231824417009602
CCC,2014B,12,Pass,332,10984,2.9392560877709393
CCC,2014B,12,Withdrawn,128,1825,2.100115074798619
CCC,2014B,13,Distinction,166,8118,2.887940234791889
CCC,2014B,13,Fail,124,2943,2.808206106870229
CCC,2014B,13,Pass,368,11453,2.761089681774349
CCC,2014B,13,Withdrawn,106,2043,2.230349344978166
CCC,2014B,14,Distinction,170,10803,3.0865714285714287
CCC,2014B,14,Fail,135,3813,2.702338766832034
CCC,2014B,14,Pass,394,19715,3.0618108401925763
CCC,2014B,14,Withdrawn,142,4255,2.6120319214241867
CCC,2014B,15,Distinction,182,11930,2.989974937343358
CCC,2014B,15,Fail,170,7640,3.153115971935617
CCC,2014B,15,Pass,433,25847,3.344158364600854
CCC,2014B,15,Withdrawn,148,6599,3.1695485110470702
CCC,2014B,16,Distinction,168,10384,3.379108363163033
CCC,2014B,16,Fail,127,2015,2.2045951859956237
CCC,2014B,16,Pass,371,17073,3.2433510638297873
CCC,2014B,16,Withdrawn,97,2912,2.8946322067594434
CCC,2014B,17,Distinction,160,10388,3.5225500169549
CCC,2014B,17,Fail,104,4632,5.239819004524887
CCC,2014B,17,Pass,349,14613,3.5144300144300145
CCC,2014B,17,Withdrawn,99,2698,3.1011494252873564
